選手名,best_nine,年齢,年数,身長,体重,年俸(推定),打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,出塁率,長打率,OPS,NOI,GPA,IsoP,IsoD,RC,RC27,XR,XR27,BABIP,SecA,TA,本塁打率,三振率,四球率,PSN,BB/K,守備_内野手,守備_外野手,守備_投手,守備_捕手,投打_右両,投打_右右,投打_右左,投打_左右,投打_左左
米野　智人,0,34.0,17.0,183.0,83.0,1000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
杉谷　拳士,0,26.0,9.0,173.0,77.0,2450.0,0.147,35.0,85.0,75.0,5.0,11.0,2.0,1.0,0.0,15.0,3.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,20.0,1.0,0.2,0.2,0.4,0.267,0.14,0.053,0.053,1.94,0.75,2.27,0.88,0.183,0.133,0.32299999999999995,0.0,4.25,17.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
田中　賢介,0,36.0,16.0,176.0,78.0,20000.0,0.252,107.0,349.0,314.0,22.0,79.0,6.0,1.0,2.0,93.0,18.0,11.0,4.0,0.0,0.0,35.0,1.0,0.0,36.0,4.0,0.327,0.29600000000000004,0.623,0.425,0.221,0.045,0.075,32.9,3.66,32.83,3.65,0.27899999999999997,0.17800000000000002,0.556,157.0,9.69,9.97,3.38,0.97,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
飯山　裕志,0,38.0,20.0,178.0,78.0,2200.0,0.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,-2.81,-0.38,-2.57,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
レアード,0,30.0,3.0,185.0,98.0,30000.0,0.22899999999999998,137.0,571.0,503.0,56.0,115.0,18.0,1.0,32.0,231.0,90.0,0.0,0.0,0.0,7.0,54.0,0.0,7.0,125.0,18.0,0.308,0.45899999999999996,0.767,0.461,0.254,0.231,0.08,68.97,4.51,72.83,4.76,0.235,0.33799999999999997,0.7190000000000001,15.72,4.57,10.57,0.0,0.43,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
中田　翔,0,28.0,10.0,183.0,104.0,28000.0,0.21600000000000005,129.0,542.0,472.0,56.0,102.0,23.0,0.0,16.0,173.0,67.0,0.0,1.0,0.0,4.0,61.0,0.0,5.0,103.0,14.0,0.31,0.3670000000000001,0.6759999999999999,0.4320000000000001,0.231,0.15,0.094,53.18,3.69,55.4,3.85,0.24100000000000002,0.278,0.618,29.5,5.26,8.89,0.0,0.59,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
西川　遥輝,1,25.0,7.0,179.0,76.0,10000.0,0.29600000000000004,138.0,623.0,541.0,82.0,160.0,26.0,6.0,9.0,225.0,44.0,39.0,5.0,6.0,3.0,69.0,0.0,4.0,103.0,6.0,0.37799999999999995,0.41600000000000004,0.794,0.516,0.27399999999999997,0.12,0.08199999999999999,94.58,6.37,91.68,6.17,0.345,0.311,0.847,60.11,6.05,9.03,14.63,0.67,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
近藤　健介,0,24.0,6.0,173.0,87.0,4300.0,0.413,57.0,231.0,167.0,32.0,69.0,15.0,0.0,3.0,93.0,29.0,3.0,0.0,0.0,2.0,60.0,0.0,2.0,27.0,3.0,0.5670000000000001,0.557,1.124,0.753,0.39399999999999996,0.14400000000000002,0.154,56.1,14.7,52.83,13.85,0.475,0.521,1.564,55.67,8.56,3.85,3.0,2.22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
中島　卓也,0,26.0,9.0,176.0,73.0,10000.0,0.20800000000000002,91.0,331.0,283.0,26.0,59.0,1.0,2.0,1.0,67.0,13.0,11.0,3.0,25.0,0.0,23.0,0.0,0.0,80.0,2.0,0.268,0.237,0.505,0.34700000000000003,0.18,0.027999999999999997,0.059000000000000004,19.15,2.04,20.04,2.13,0.256,0.138,0.428,283.0,4.14,14.39,1.83,0.29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
清水　優心,0,21.0,3.0,185.0,88.0,640.0,0.198,61.0,120.0,111.0,7.0,22.0,4.0,0.0,1.0,29.0,10.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,35.0,4.0,0.231,0.261,0.4920000000000001,0.318,0.16899999999999998,0.063,0.033,4.7,1.31,5.24,1.46,0.266,0.10800000000000001,0.366,111.0,3.43,24.0,0.0,0.14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
大谷　翔平,0,23.0,5.0,193.0,97.0,27000.0,0.332,65.0,231.0,202.0,24.0,67.0,16.0,1.0,8.0,109.0,31.0,0.0,1.0,0.0,3.0,24.0,0.0,2.0,63.0,0.0,0.40299999999999997,0.54,0.9420000000000001,0.5820000000000001,0.316,0.20800000000000002,0.071,43.47,8.44,42.06,8.17,0.44,0.322,0.985,25.25,3.67,9.63,0.0,0.38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
松本　剛,0,24.0,6.0,181.0,78.0,650.0,0.27399999999999997,115.0,448.0,402.0,46.0,110.0,17.0,0.0,5.0,142.0,33.0,6.0,3.0,21.0,1.0,21.0,1.0,3.0,61.0,7.0,0.314,0.353,0.667,0.4320000000000001,0.23,0.08,0.04,44.69,3.72,43.48,3.62,0.293,0.139,0.56,80.4,7.34,21.33,5.45,0.34,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
岡　大海,0,26.0,4.0,185.0,77.0,2300.0,0.16899999999999998,60.0,132.0,124.0,15.0,21.0,4.0,1.0,0.0,27.0,7.0,6.0,2.0,3.0,1.0,4.0,0.0,0.0,34.0,4.0,0.19399999999999998,0.218,0.41200000000000003,0.266,0.142,0.048,0.024,2.46,0.59,3.19,0.76,0.223,0.113,0.321,0.0,3.88,33.0,0.0,0.12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
渡邉　諒,0,22.0,4.0,178.0,78.0,730.0,0.133,22.0,35.0,30.0,4.0,4.0,1.0,1.0,0.0,7.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,13.0,0.0,0.212,0.233,0.445,0.29,0.154,0.1,0.079,1.27,1.23,1.42,1.37,0.21100000000000002,0.2,0.385,0.0,2.69,11.67,0.0,0.23,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
森本　龍弥,0,23.0,5.0,185.0,101.0,510.0,0.111,5.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.2,0.111,0.311,0.237,0.11800000000000001,0.0,0.08900000000000001,-0.34,-1.03,-0.27,-0.81,0.16699999999999998,0.0,0.222,0.0,3.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
淺間　大基,0,21.0,3.0,183.0,79.0,960.0,0.16699999999999998,19.0,44.0,42.0,2.0,7.0,3.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,1.0,0.205,0.23800000000000002,0.44299999999999995,0.284,0.152,0.071,0.038,1.32,0.99,1.36,1.02,0.28,0.14300000000000002,0.361,0.0,2.59,22.0,0.0,0.12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
大野　奨太,0,30.0,9.0,177.0,78.0,5500.0,0.221,83.0,183.0,154.0,13.0,34.0,5.0,0.0,3.0,48.0,13.0,0.0,1.0,8.0,1.0,16.0,0.0,4.0,30.0,1.0,0.309,0.312,0.62,0.41200000000000003,0.217,0.091,0.08800000000000001,16.05,3.31,16.68,3.44,0.23800000000000002,0.188,0.5489999999999999,51.33,6.1,11.44,0.0,0.53,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
大累　進,0,27.0,5.0,175.0,73.0,840.0,0.0,13.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,-2.81,-0.19,-2.57,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
大田　泰示,0,27.0,9.0,188.0,95.0,2100.0,0.258,118.0,457.0,427.0,41.0,110.0,21.0,1.0,15.0,178.0,46.0,5.0,2.0,0.0,2.0,28.0,0.0,0.0,88.0,14.0,0.302,0.41700000000000004,0.7190000000000001,0.441,0.24,0.159,0.044000000000000004,50.35,4.06,50.37,4.06,0.29100000000000004,0.23199999999999998,0.628,28.47,5.19,16.32,7.5,0.32,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
矢野　謙次,0,37.0,15.0,178.0,85.0,4000.0,0.205,44.0,49.0,44.0,0.0,9.0,2.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,1.0,0.28600000000000003,0.25,0.536,0.369,0.191,0.045,0.081,2.96,2.22,3.02,2.27,0.29,0.159,0.444,0.0,3.77,9.8,0.0,0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
石井　一成,0,23.0,1.0,180.0,77.0,1200.0,0.205,114.0,361.0,317.0,33.0,65.0,8.0,2.0,3.0,86.0,24.0,3.0,5.0,14.0,1.0,28.0,0.0,1.0,113.0,6.0,0.271,0.271,0.542,0.361,0.19,0.066,0.066,20.79,2.02,22.09,2.15,0.287,0.14800000000000002,0.43,105.67,3.19,12.89,3.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
黒羽根　利規,0,30.0,12.0,178.0,88.0,2000.0,0.276,19.0,30.0,29.0,1.0,8.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.276,0.345,0.621,0.391,0.21,0.069,0.0,2.73,3.35,2.54,3.12,0.33299999999999996,0.069,0.47600000000000003,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
森山　恵佑,0,23.0,1.0,188.0,92.0,840.0,0.0,5.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.083,0.0,0.083,0.083,0.038,0.0,0.083,-0.87,-2.13,-0.72,-1.77,0.0,0.091,0.091,0.0,1.33,12.0,0.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
平沼　翔太,0,20.0,2.0,179.0,78.0,520.0,0.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.81,-2.73,-0.73,-2.46,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
宇佐美　塁大,0,23.0,5.0,177.0,80.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ドレイク,0,27.0,1.0,183.0,90.0,1500.0,0.23199999999999998,35.0,86.0,82.0,4.0,19.0,2.0,0.0,1.0,24.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,22.0,2.0,0.267,0.293,0.56,0.365,0.19399999999999998,0.061,0.036000000000000004,5.56,2.31,5.65,2.35,0.305,0.098,0.431,82.0,3.91,28.67,0.0,0.14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
市川　友也,0,32.0,8.0,176.0,81.0,2300.0,0.17,57.0,154.0,135.0,12.0,23.0,7.0,0.0,1.0,33.0,8.0,0.0,0.0,8.0,1.0,6.0,0.0,4.0,32.0,3.0,0.226,0.244,0.47,0.308,0.163,0.07400000000000001,0.055999999999999994,5.96,1.3,6.62,1.44,0.198,0.11900000000000001,0.374,135.0,4.81,25.67,0.0,0.19,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
横尾　俊建,0,24.0,2.0,177.0,90.0,760.0,0.239,50.0,149.0,134.0,14.0,32.0,3.0,0.0,7.0,56.0,20.0,0.0,0.0,0.0,1.0,11.0,0.0,3.0,45.0,2.0,0.309,0.418,0.727,0.44799999999999995,0.243,0.179,0.07,17.38,4.47,18.09,4.65,0.301,0.261,0.6729999999999999,19.14,3.31,13.55,0.0,0.24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
郡　拓也,0,19.0,1.0,178.0,76.0,480.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,-2.92,-0.1,-2.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
姫野　優也,0,20.0,2.0,184.0,81.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
髙濱　祐仁,0,21.0,3.0,183.0,84.0,490.0,0.182,3.0,12.0,11.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.25,0.182,0.4320000000000001,0.311,0.158,0.0,0.068,0.42,1.26,0.49,1.47,0.33299999999999996,0.091,0.33299999999999996,0.0,2.4,12.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
谷口　雄也,0,25.0,7.0,182.0,87.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
太田　賢吾,0,20.0,3.0,186.0,81.0,490.0,0.171,40.0,88.0,82.0,9.0,14.0,2.0,1.0,1.0,21.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,21.0,1.0,0.19,0.256,0.447,0.276,0.15,0.085,0.02,2.77,1.03,3.1,1.15,0.203,0.11,0.33299999999999996,82.0,4.19,44.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
大嶋　匠,0,27.0,6.0,180.0,97.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
岸里　亮佑,0,22.0,4.0,180.0,71.0,500.0,0.14300000000000002,7.0,14.0,14.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.14300000000000002,0.214,0.35700000000000004,0.214,0.11800000000000001,0.071,0.0,0.09,0.2,0.12,0.27,0.182,0.071,0.25,0.0,4.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
石川　亮,0,22.0,4.0,180.0,84.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
今井　順之助,0,19.0,1.0,177.0,88.0,470.0,0.25,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.5,0.33299999999999996,0.175,0.0,0.0,0.22,1.97,0.22,1.98,0.33299999999999996,0.0,0.33299999999999996,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
杉谷　拳士,0,27.0,10.0,173.0,76.0,2100.0,0.231,70.0,130.0,104.0,17.0,24.0,4.0,0.0,3.0,37.0,9.0,4.0,2.0,6.0,2.0,12.0,0.0,6.0,20.0,2.0,0.33899999999999997,0.35600000000000004,0.6940000000000001,0.457,0.24100000000000002,0.125,0.10800000000000001,13.99,4.11,14.78,4.34,0.23600000000000002,0.26,0.679,34.67,6.5,10.83,3.43,0.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
田中　賢介,0,37.0,17.0,176.0,78.0,7500.0,0.295,67.0,124.0,105.0,12.0,31.0,3.0,0.0,0.0,34.0,8.0,0.0,1.0,1.0,0.0,18.0,1.0,0.0,14.0,0.0,0.39799999999999996,0.324,0.722,0.506,0.26,0.028999999999999998,0.10300000000000001,15.61,5.55,15.14,5.38,0.337,0.19,0.68,0.0,8.86,6.89,0.0,1.29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
アルシア,0,27.0,1.0,183.0,102.0,13000.0,0.222,89.0,324.0,284.0,30.0,63.0,10.0,0.0,14.0,115.0,43.0,0.0,2.0,0.0,1.0,30.0,0.0,9.0,92.0,6.0,0.315,0.405,0.72,0.45,0.243,0.183,0.09300000000000001,35.67,4.19,37.0,4.34,0.27399999999999997,0.282,0.664,20.29,3.52,10.8,0.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
レアード,0,31.0,4.0,185.0,98.0,30000.0,0.233,120.0,505.0,450.0,47.0,105.0,14.0,2.0,26.0,201.0,65.0,0.0,1.0,0.0,4.0,44.0,5.0,7.0,124.0,10.0,0.309,0.447,0.7559999999999999,0.45799999999999996,0.251,0.213,0.076,61.33,4.6,63.41,4.76,0.26,0.309,0.705,17.31,4.07,11.48,0.0,0.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
中田　翔,0,29.0,11.0,183.0,99.0,20000.0,0.265,140.0,599.0,540.0,61.0,143.0,32.0,0.0,25.0,250.0,106.0,0.0,1.0,0.0,13.0,43.0,1.0,3.0,81.0,24.0,0.316,0.46299999999999997,0.778,0.47,0.258,0.198,0.051,73.92,4.59,76.82,4.77,0.264,0.276,0.6990000000000001,21.6,7.4,13.93,0.0,0.53,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
西川　遥輝,0,26.0,8.0,180.0,77.0,16000.0,0.278,140.0,636.0,528.0,90.0,147.0,25.0,6.0,10.0,214.0,48.0,44.0,3.0,7.0,2.0,96.0,1.0,3.0,103.0,1.0,0.391,0.405,0.7959999999999999,0.526,0.27699999999999997,0.127,0.113,100.35,6.88,97.71,6.7,0.32299999999999995,0.386,0.919,52.8,6.17,6.63,16.3,0.93,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
近藤　健介,1,25.0,7.0,173.0,85.0,5600.0,0.32299999999999995,129.0,555.0,462.0,59.0,149.0,29.0,3.0,9.0,211.0,69.0,5.0,0.0,0.0,5.0,87.0,8.0,1.0,90.0,16.0,0.4270000000000001,0.457,0.884,0.579,0.306,0.134,0.105,91.86,7.43,88.1,7.12,0.38,0.33299999999999996,0.924,51.33,6.17,6.38,6.43,0.97,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
中島　卓也,0,27.0,10.0,178.0,73.0,8600.0,0.261,132.0,449.0,391.0,57.0,102.0,11.0,3.0,1.0,122.0,23.0,29.0,5.0,22.0,1.0,35.0,0.0,0.0,88.0,4.0,0.321,0.312,0.633,0.425,0.222,0.051,0.06,45.27,3.81,44.56,3.75,0.311,0.20199999999999999,0.607,391.0,5.1,12.83,1.93,0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
清水　優心,0,22.0,4.0,185.0,86.0,1000.0,0.215,86.0,242.0,200.0,25.0,43.0,7.0,0.0,7.0,71.0,21.0,0.0,1.0,20.0,1.0,18.0,0.0,3.0,51.0,4.0,0.28800000000000003,0.355,0.643,0.40700000000000003,0.218,0.14,0.073,20.75,3.06,21.59,3.19,0.221,0.225,0.562,28.57,4.75,13.44,0.0,0.35,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
松本　剛,0,25.0,7.0,181.0,79.0,2270.0,0.222,54.0,139.0,126.0,18.0,28.0,5.0,1.0,1.0,38.0,9.0,2.0,1.0,5.0,1.0,6.0,0.0,1.0,14.0,5.0,0.261,0.302,0.563,0.36200000000000004,0.193,0.079,0.039,8.48,2.08,8.79,2.16,0.231,0.135,0.442,126.0,9.93,23.17,1.33,0.43,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
清宮　幸太郎,0,19.0,1.0,184.0,102.0,1500.0,0.2,53.0,180.0,160.0,17.0,32.0,4.0,2.0,7.0,61.0,18.0,0.0,0.0,0.0,1.0,16.0,2.0,3.0,60.0,1.0,0.28300000000000003,0.381,0.665,0.41,0.223,0.18100000000000002,0.083,17.91,3.72,18.82,3.91,0.266,0.281,0.62,22.86,3.0,11.25,0.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
鶴岡　慎也,0,37.0,16.0,176.0,80.0,3000.0,0.243,101.0,260.0,239.0,13.0,58.0,9.0,0.0,2.0,73.0,22.0,1.0,1.0,4.0,0.0,14.0,0.0,3.0,45.0,5.0,0.293,0.305,0.598,0.395,0.20800000000000002,0.063,0.05,20.35,2.88,20.16,2.85,0.28600000000000003,0.121,0.48100000000000004,119.5,5.78,18.57,1.33,0.31,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
渡邉　諒,0,23.0,5.0,178.0,79.0,790.0,0.242,60.0,183.0,161.0,17.0,39.0,7.0,0.0,7.0,67.0,14.0,1.0,0.0,8.0,1.0,11.0,0.0,2.0,43.0,7.0,0.297,0.41600000000000004,0.713,0.436,0.23800000000000002,0.174,0.055,18.6,3.64,19.0,3.72,0.267,0.248,0.628,23.0,4.26,16.64,1.75,0.26,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
森本　龍弥,0,24.0,6.0,185.0,102.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
淺間　大基,0,22.0,4.0,183.0,78.0,910.0,0.239,31.0,99.0,88.0,11.0,21.0,6.0,0.0,3.0,36.0,7.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,18.0,2.0,0.32299999999999995,0.409,0.732,0.46,0.248,0.17,0.085,11.42,4.41,11.33,4.37,0.26899999999999996,0.284,0.6709999999999999,29.33,5.5,9.9,1.5,0.56,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
大累　進,0,28.0,6.0,175.0,71.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
大田　泰示,0,28.0,10.0,188.0,95.0,4300.0,0.27399999999999997,104.0,429.0,383.0,56.0,105.0,22.0,4.0,14.0,177.0,59.0,3.0,4.0,0.0,1.0,38.0,0.0,7.0,103.0,11.0,0.35,0.462,0.812,0.504,0.273,0.188,0.075,58.82,5.4,57.68,5.3,0.341,0.285,0.754,27.36,4.17,11.29,4.94,0.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
矢野　謙次,0,38.0,16.0,178.0,85.0,3000.0,0.235,19.0,19.0,17.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.316,0.235,0.551,0.39399999999999996,0.201,0.0,0.08,1.43,2.97,1.48,3.07,0.308,0.059000000000000004,0.462,0.0,4.75,19.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
石井　一成,0,24.0,2.0,181.0,79.0,1740.0,0.18899999999999997,69.0,163.0,148.0,17.0,28.0,6.0,2.0,1.0,41.0,4.0,3.0,0.0,2.0,0.0,12.0,0.0,1.0,47.0,0.0,0.255,0.27699999999999997,0.532,0.34700000000000003,0.184,0.08800000000000001,0.065,10.9,2.41,11.2,2.48,0.265,0.18899999999999997,0.475,148.0,3.47,13.58,1.5,0.26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
黒羽根　利規,0,31.0,13.0,178.0,89.0,1900.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,-2.92,-0.2,-2.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
森山　恵佑,0,24.0,2.0,188.0,92.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
平沼　翔太,0,21.0,3.0,179.0,79.0,540.0,0.33299999999999996,7.0,9.0,9.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.33299999999999996,0.444,0.778,0.48100000000000004,0.261,0.111,0.0,1.3,5.83,1.16,5.22,0.429,0.111,0.667,0.0,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
